Country,Commodity,Year,Loss Percentage,Loss Quantity,Stage,Method,Reference
Senegal,Millet,2009,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2009,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2009,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2009,0.46,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2009,0.39,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2008,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2008,0.38,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2008,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2008,6.42,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2008,0.49,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2008,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2008,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2007,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2007,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2007,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2007,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2007,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2007,0.35,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2007,0.36,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2006,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2006,0.51,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2006,0.38,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2006,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2006,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2006,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2006,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2005,0.38,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2005,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2005,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2005,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2005,0.51,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2005,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2005,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2004,0.39,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2004,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2004,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2004,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2004,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2004,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2004,0.44,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2003,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2003,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2003,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2003,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2003,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2003,0.39,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2003,0.44,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2002,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2002,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2002,0.39,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2002,0.44,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2002,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2002,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2002,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2001,0.39,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2001,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2001,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2001,0.44,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2001,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2001,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2001,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2000,1,0,Transport,Modelled Estimates,N/A
Senegal,Millet,2000,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Millet,2000,3.5,0,Harvest,Modelled Estimates,N/A
Senegal,Millet,2000,0.44,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2000,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2000,2,0,Farm,Modelled Estimates,N/A
Senegal,Millet,2000,0.39,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2020,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2020,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2020,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2020,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2020,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2020,0.38,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2020,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2019,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2019,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2019,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2019,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2019,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2019,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2019,0.38,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2018,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2018,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2018,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2018,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2018,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2018,0.4,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2018,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2017,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2017,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2017,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2017,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2017,0.33,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2017,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2017,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2016,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2016,0.35,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2016,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2016,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2016,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2016,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2016,9.86,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2015,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2015,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2015,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2015,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2015,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2015,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2015,0.21,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2014,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2014,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2014,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2014,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2014,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2014,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2014,0.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2013,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2013,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2013,0.21,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2013,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2013,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2013,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2013,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2012,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2012,6.76,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2012,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2012,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2012,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2012,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2012,0.21,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2011,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2011,0.53,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2011,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2011,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2011,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2011,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2011,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2010,0.49,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2010,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2010,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2010,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2010,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2010,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2010,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2009,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2009,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2009,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2009,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2009,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2009,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2009,0.46,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2008,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2008,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2008,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2008,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2008,6.76,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2008,0.48,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2008,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2007,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2007,0.48,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2007,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2007,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2007,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2007,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2007,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2006,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2006,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2006,0.47,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2006,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2006,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2006,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2006,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2005,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2005,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2005,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2005,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2005,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2005,0.49,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2005,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2004,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2004,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2004,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2004,0.33,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2004,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2004,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2004,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2003,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2003,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2003,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2003,0.33,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2003,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2003,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2003,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2002,0.33,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2002,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2002,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2002,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2002,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2002,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2002,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2001,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2001,1,0,Transport,Modelled Estimates,N/A
Senegal,Rice,2001,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2001,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2001,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2001,0.33,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2001,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2000,0.33,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2000,3.14,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2000,1.25,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2000,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Rice,2000,4.4,0,Harvest,Modelled Estimates,N/A
Senegal,Rice,2000,2.5,0,Farm,Modelled Estimates,N/A
Senegal,Rice,2000,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2020,1.59,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2020,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2020,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2020,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2020,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2020,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2019,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2019,1.59,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2019,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2019,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2019,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2019,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2018,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2018,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2018,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2018,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2018,1.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2018,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2017,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2017,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2017,1.59,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2017,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2017,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2017,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2016,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2016,11.86,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2016,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2016,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2016,1.63,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2016,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2015,1.51,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2015,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2015,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2015,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2015,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2015,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2014,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2014,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2014,1.54,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2014,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2014,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2014,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2013,1.5,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2013,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2013,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2013,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2013,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2013,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2012,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2012,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2012,6.21,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2012,1.63,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2012,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2012,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2011,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2011,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2011,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2011,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2011,1.62,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2011,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2010,1.29,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2010,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2010,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2010,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2010,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2010,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2009,1.32,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2009,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2009,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2009,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2009,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2009,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2008,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2008,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2008,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2008,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2008,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2008,1.29,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2007,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2007,1.3,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2007,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2007,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2007,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2007,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2006,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2006,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2006,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2006,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2006,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2006,1.3,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2005,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2005,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2005,1.29,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2005,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2005,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2005,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2004,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2004,1.3,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2004,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2004,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2004,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2004,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2003,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2003,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2003,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2003,1.3,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2003,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2003,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2002,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2002,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2002,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2002,1.3,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2002,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2002,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2001,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2001,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2001,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2001,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2001,1,0,Transport,Modelled Estimates,N/A
Senegal,Sorghum,2001,1.3,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2000,1.3,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2000,3.6,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2000,2.17,0,Farm,Modelled Estimates,N/A
Senegal,Sorghum,2000,4.55,0,Harvest,Modelled Estimates,N/A
Senegal,Sorghum,2000,2.65,0,Storage,Modelled Estimates,N/A
Senegal,Sorghum,2000,1,0,Transport,Modelled Estimates,N/A
Serbia,Eggs (Hen),2017,0.24,215,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Eggs (Hen),2016,0.25,228,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Eggs (Hen),2015,0.26,267,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Eggs (Hen),2014,0.53,505,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Maize,2016,2.52,186000,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Maize,2015,2.49,136000,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Maize,2014,2.5,199000,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk,2017,0.07,1094,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk,2016,0.07,1143,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk,2015,0.12,1903,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk,2014,0.09,1456,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Natural honey,2014,3.17,139,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Goat,2017,0.54,183,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Goat,2016,0.08,29,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Goat,2015,0.1,47,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Goat,2014,0.14,55,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Sheep,2017,0.3,44,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Sheep,2016,0.09,15,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Sheep,2015,0.1,20,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Milk - Sheep,2014,0.37,74,Whole supply chain,FAO's Questionnaires,FAO Sources
Serbia,Sunflower seed,2009,5,0,Pre-harvest,Controlled Experiment,"Elsevier field crop research, 2012"
Serbia,Sunflower seed,2008,5,0,Pre-harvest,Controlled Experiment,"Elsevier field crop research, 2012"
Sierra Leone,Cocoa beans,2010,22.5,0,Whole supply chain,Case Study,"Joint ADB/FAO Rapid Country Needs Assessment/ Peters D. July 15, 2005. Production & Market Systems: Kailahun, Kono, & Koinadugu Districts of Sierra Leone; A consulting report for CRS-Sierra Leone."
Sierra Leone,Maize,2020,4,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2020,1.65,0,Transport,Modelled Estimates,N/A
Sierra Leone,Maize,2020,1.32,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2020,2.39,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2020,2.31,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2020,6.42,0,Harvest,Modelled Estimates,N/A
Sierra Leone,Maize,2020,2.65,0,Storage,Modelled Estimates,N/A
Sierra Leone,Maize,2019,1.65,0,Transport,Modelled Estimates,N/A
Sierra Leone,Maize,2019,2.31,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2019,1.32,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2019,6.42,0,Harvest,Modelled Estimates,N/A
Sierra Leone,Maize,2019,2.65,0,Storage,Modelled Estimates,N/A
Sierra Leone,Maize,2019,4,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2019,2.39,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2018,2.39,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2018,2.31,0,Farm,Modelled Estimates,N/A
Sierra Leone,Maize,2018,4,0,Farm,Modelled Estimates,N/A
